	ENGINE_LOAD	RPM	SPEED	THROTTLE_POS	ACC_D	LABEL	TIME
122	100.0	4426.0	52.0	88.6274509804	74.9019607843	normal	225721627.0
123	100.0	4513.5	53.0	88.6274509804	74.9019607843	normal	225721770.0
124	100.0	4577.75	54.0	89.0196078431	74.5098039216	normal	225721904.0
125	100.0	4644.5	55.0	88.6274509804	74.5098039216	normal	225722052.0
126	100.0	4662.75	55.0	88.6274509804	74.5098039216	normal	225722185.0
127	100.0	4726.25	55.0	88.2352941176	74.5098039216	normal	225722324.0
128	99.2156862745	3900.75	56.0	88.2352941176	74.9019607843	normal	225722472.0
129	20.7843137255	3345.0	56.0	87.8431372549	74.9019607843	normal	225722624.0
130	68.2352941176	3153.5	57.0	87.8431372549	75.6862745098	normal	225722784.0
131	92.1568627451	3165.75	57.0	87.8431372549	76.0784313725	normal	225722925.0
132	94.5098039216	3184.0	58.0	87.8431372549	76.0784313725	normal	225723023.0
133	94.1176470588	3216.0	58.0	88.2352941176	76.0784313725	normal	225723146.0
134	96.862745098	3261.75	59.0	88.6274509804	76.0784313725	normal	225723298.0
135	99.2156862745	3312.75	60.0	88.6274509804	76.0784313725	normal	225723444.0
136	99.6078431373	3360.0	61.0	88.6274509804	76.0784313725	normal	225723604.0
137	100.0	3397.25	62.0	88.6274509804	76.0784313725	normal	225723728.0
138	100.0	3439.0	63.0	88.6274509804	76.0784313725	normal	225723893.0
139	100.0	3485.75	63.0	88.6274509804	76.0784313725	normal	225724034.0
140	100.0	3524.75	64.0	88.6274509804	76.0784313725	normal	225724169.0
141	100.0	3561.25	65.0	88.6274509804	76.4705882353	normal	225724315.0
142	100.0	3605.0	66.0	88.6274509804	77.2549019608	normal	225724461.0
143	100.0	3641.25	66.0	88.6274509804	77.6470588235	normal	225724608.0
144	100.0	3679.75	67.0	88.6274509804	77.6470588235	normal	225724761.0
145	100.0	3716.75	68.0	88.6274509804	77.6470588235	normal	225724905.0
146	100.0	3743.0	68.0	88.6274509804	77.6470588235	normal	225725024.0
147	100.0	3777.75	69.0	88.6274509804	77.6470588235	normal	225725163.0
148	100.0	3807.5	69.0	88.6274509804	77.6470588235	normal	225725283.0
149	100.0	3829.25	70.0	88.6274509804	77.6470588235	normal	225725412.0
150	100.0	3869.5	70.0	88.6274509804	77.6470588235	normal	225725562.0
151	100.0	3914.0	71.0	88.6274509804	78.0392156863	normal	225725708.0
152	99.6078431373	3948.75	72.0	88.6274509804	78.0392156863	normal	225725842.0
153	100.0	3975.75	72.0	88.6274509804	78.0392156863	normal	225725983.0
154	100.0	4006.25	73.0	88.6274509804	78.0392156863	normal	225726118.0
155	100.0	4042.0	74.0	88.6274509804	78.0392156863	normal	225726263.0
156	100.0	4074.75	74.0	88.6274509804	78.0392156863	normal	225726419.0
157	100.0	4113.0	75.0	88.6274509804	78.0392156863	normal	225726567.0
158	100.0	4141.5	75.0	88.6274509804	78.0392156863	normal	225726703.0
159	100.0	4167.75	76.0	88.6274509804	78.0392156863	normal	225726844.0
160	100.0	4190.5	76.0	88.6274509804	78.0392156863	normal	225726945.0
161	100.0	4210.5	77.0	88.6274509804	78.0392156863	normal	225727045.0
162	100.0	4234.0	77.0	88.6274509804	78.0392156863	normal	225727145.0
163	100.0	4260.0	78.0	88.6274509804	78.0392156863	normal	225727285.0
164	100.0	4283.75	78.0	88.6274509804	78.0392156863	normal	225727426.0
165	100.0	4314.5	79.0	88.6274509804	78.0392156863	normal	225727546.0
166	100.0	4332.75	79.0	88.6274509804	78.0392156863	normal	225727670.0
167	99.6078431373	4359.0	79.0	88.6274509804	78.0392156863	normal	225727830.0
168	100.0	4389.75	80.0	88.6274509804	78.0392156863	normal	225727983.0
169	100.0	4417.0	80.0	88.6274509804	78.0392156863	normal	225728132.0
170	100.0	4445.0	81.0	88.6274509804	78.0392156863	normal	225728263.0
171	100.0	4472.5	81.0	88.6274509804	78.0392156863	normal	225728404.0
172	100.0	4492.25	82.0	88.6274509804	78.0392156863	normal	225728544.0
173	100.0	4520.25	82.0	88.6274509804	78.0392156863	normal	225728684.0
174	100.0	4536.25	83.0	88.6274509804	78.0392156863	normal	225728804.0
175	100.0	4557.5	83.0	88.6274509804	78.0392156863	normal	225728952.0
176	100.0	4580.75	83.0	88.6274509804	78.0392156863	normal	225729099.0
177	100.0	4610.75	84.0	88.6274509804	78.0392156863	normal	225729245.0
178	100.0	4626.0	84.0	88.6274509804	78.0392156863	normal	225729345.0
179	100.0	4595.5	84.0	88.6274509804	78.0392156863	normal	225729484.0
180	100.0	4663.5	85.0	88.6274509804	78.0392156863	normal	225729604.0
181	98.0392156863	4667.5	85.0	88.2352941176	78.0392156863	normal	225729724.0
182	100.0	3733.25	85.0	87.8431372549	78.0392156863	normal	225729855.0
183	58.431372549	3442.25	85.0	87.8431372549	78.0392156863	normal	225729985.0
184	79.2156862745	3317.5	85.0	87.8431372549	78.0392156863	normal	225730124.0
185	92.1568627451	3272.25	86.0	87.8431372549	78.0392156863	normal	225730256.0
186	99.6078431373	3281.5	86.0	87.8431372549	78.0392156863	normal	225730409.0
187	100.0	3292.5	86.0	88.2352941176	78.0392156863	normal	225730544.0
188	99.6078431373	3309.0	87.0	88.6274509804	78.0392156863	normal	225730688.0
189	100.0	3326.75	87.0	88.6274509804	78.0392156863	normal	225730844.0
190	100.0	3341.0	87.0	88.6274509804	78.0392156863	normal	225730984.0
191	100.0	3354.25	88.0	88.6274509804	78.0392156863	normal	225731111.0
192	100.0	3366.0	88.0	88.6274509804	78.0392156863	normal	225731244.0
193	100.0	3378.75	89.0	88.6274509804	78.0392156863	normal	225731355.0
194	100.0	3395.25	89.0	88.6274509804	78.0392156863	normal	225731475.0
195	100.0	3406.75	89.0	88.6274509804	69.8039215686	normal	225731608.0
196	100.0	3417.0	90.0	88.6274509804	61.1764705882	normal	225731745.0
197	100.0	3419.25	90.0	88.6274509804	55.2941176471	normal	225731864.0
198	78.8235294118	3441.5	90.0	88.6274509804	52.5490196078	normal	225732005.0
199	72.1568627451	3450.25	90.0	88.6274509804	49.8039215686	normal	225732150.0
200	70.1960784314	3429.25	90.0	88.6274509804	30.9803921569	normal	225732288.0
201	40.0	3404.25	89.0	88.6274509804	17.6470588235	normal	225732442.0
202	14.1176470588	3323.0	89.0	88.6274509804	14.9019607843	normal	225732593.0
203	3.52941176471	3356.5	88.0	88.6274509804	17.2549019608	normal	225732751.0
204	0.0	3310.0	88.0	88.6274509804	18.0392156863	normal	225732896.0
205	0.0	3296.75	87.0	88.6274509804	18.0392156863	normal	225733044.0
206	0.0	3282.25	86.0	88.6274509804	18.0392156863	normal	225733165.0
207	0.0	3260.5	86.0	88.6274509804	23.137254902	normal	225733305.0
208	0.0	3246.5	85.0	88.6274509804	29.8039215686	normal	225733449.0
209	2.74509803922	3294.0	85.0	88.6274509804	37.6470588235	normal	225733610.0
210	15.2941176471	3221.25	84.0	88.6274509804	39.6078431373	normal	225733745.0
211	31.3725490196	3205.5	84.0	88.6274509804	40.7843137255	normal	225733885.0
212	31.7647058824	3192.25	84.0	88.6274509804	32.9411764706	normal	225733986.0
213	30.1960784314	3160.75	83.0	88.6274509804	20.0	normal	225734160.0
214	16.0784313725	3125.5	83.0	88.6274509804	18.431372549	normal	225734282.0
215	1.96078431373	3112.0	82.0	88.6274509804	22.3529411765	normal	225734409.0
216	0.0	3110.0	82.0	88.6274509804	22.3529411765	normal	225734558.0
217	0.78431372549	3092.75	81.0	88.6274509804	14.5098039216	normal	225734689.0
218	2.74509803922	3061.0	80.0	88.6274509804	14.5098039216	normal	225734841.0
219	0.392156862745	3045.0	80.0	88.6274509804	14.5098039216	normal	225735003.0
220	0.0	3027.75	79.0	88.6274509804	14.5098039216	normal	225735124.0
221	0.0	3003.0	79.0	88.6274509804	14.5098039216	normal	225735244.0
222	0.0	2993.0	78.0	88.6274509804	14.5098039216	normal	225735378.0
223	0.0	2959.75	78.0	88.6274509804	14.5098039216	normal	225735508.0
224	0.0	2932.25	77.0	88.6274509804	14.5098039216	normal	225735644.0
225	0.0	2909.5	77.0	88.6274509804	14.5098039216	normal	225735762.0
226	0.0	2892.75	76.0	88.6274509804	18.0392156863	normal	225735884.0
227	0.0	2875.5	76.0	88.6274509804	20.0	normal	225736010.0
228	0.0	2866.75	75.0	88.6274509804	21.1764705882	normal	225736148.0
229	1.17647058824	2843.25	74.0	88.6274509804	18.8235294118	normal	225736284.0
